文件1,文件2,相似度
sub028,sub171,0.4996
sub028,sub172,0.4138
sub028,sub173,0.5142
sub028,sub174,0.4730
sub029,sub031,0.5208
sub029,sub032,0.5478
sub029,sub033,0.5026
sub029,sub034,0.5206
sub029,sub035,0.5986
sub029,sub036,0.3802
sub029,sub037,0.4641
sub029,sub038,0.3752
sub029,sub039,0.5512
sub029,sub040,0.5756
sub029,sub041,0.5473
sub029,sub042,0.5715
sub029,sub043,0.5187
sub029,sub044,0.5163
sub029,sub045,0.4658
sub029,sub048,0.4825
sub029,sub049,0.4934
sub029,sub050,0.5618
sub029,sub051,0.3787
sub029,sub052,0.4538
sub029,sub053,0.5692
sub029,sub054,0.6057
sub029,sub055,0.4357
sub029,sub056,0.4848
sub029,sub057,0.5301
sub029,sub058,0.4395
sub029,sub059,0.7499
sub029,sub060,0.3820
sub029,sub061,0.5267
sub029,sub062,0.5002
sub029,sub063,0.4529
sub029,sub064,0.3650
sub029,sub065,0.4668
sub029,sub066,0.4316
sub029,sub067,0.4699
sub029,sub068,0.4266
sub029,sub069,0.5623
sub029,sub070,0.4631
sub029,sub071,0.4926
sub029,sub072,0.4525
sub029,sub073,0.4670
sub029,sub074,0.4635
sub029,sub075,0.5001
sub029,sub076,0.5884
sub029,sub077,0.3652
sub029,sub078,0.6004
sub029,sub079,0.4720
sub029,sub080,0.5320
sub029,sub081,0.5100
sub029,sub082,0.4712
sub029,sub083,0.4935
sub029,sub084,0.5436
sub029,sub085,0.6185
sub029,sub086,0.5893
sub029,sub087,0.5548
sub029,sub088,0.4932
sub029,sub089,0.3727
sub029,sub090,0.4936
sub029,sub091,0.4366
sub029,sub092,0.4330
sub029,sub093,0.4878
sub029,sub094,0.5665
sub029,sub095,0.5594
sub029,sub096,0.4273
sub029,sub097,0.6480
sub029,sub098,0.5516
sub029,sub099,0.4955
sub029,sub100,0.6327
sub029,sub101,0.6772
sub029,sub102,0.7597
sub029,sub103,0.5135
sub029,sub104,0.5016
sub029,sub105,0.5854
sub029,sub106,0.5243
sub029,sub108,0.5295
sub029,sub109,0.4817
sub029,sub110,0.5406
sub029,sub111,0.5704
sub029,sub112,0.4884
sub029,sub113,0.4421
sub029,sub114,0.5426
sub029,sub115,0.4599
sub029,sub117,0.5164
sub029,sub119,0.4837
sub029,sub120,0.5414
sub029,sub121,0.5356
sub029,sub122,0.3580
sub029,sub123,0.4499
sub029,sub124,0.5630
sub029,sub125,0.5101
sub029,sub126,0.5834
sub029,sub127,0.5697
sub029,sub128,0.4759
sub029,sub129,0.4453
sub029,sub130,0.4112
sub029,sub131,0.4895
sub029,sub132,0.4997
sub029,sub133,0.3700
sub029,sub134,0.4993
sub029,sub135,0.4781
sub029,sub136,0.5539
sub029,sub137,0.3334
sub029,sub138,0.5197
sub029,sub139,0.5142
sub029,sub140,0.5236
sub029,sub141,0.5335
sub029,sub142,0.6335
sub029,sub143,0.4238
sub029,sub144,0.5181
sub029,sub145,0.4317
sub029,sub146,0.4137
sub029,sub147,0.5203
sub029,sub148,0.5049
sub029,sub149,0.6541
sub029,sub150,0.5056
sub029,sub151,0.5958
sub029,sub152,0.5019
sub029,sub153,0.4534
sub029,sub154,0.4650
sub029,sub155,0.3891
sub029,sub156,0.5145
sub029,sub157,0.4082
sub029,sub158,0.5057
sub029,sub159,0.5123
sub029,sub160,0.5596
sub029,sub161,0.4974
sub029,sub162,0.4739
sub029,sub163,0.4901
sub029,sub164,0.4885
sub029,sub165,0.5601
sub029,sub166,0.4666
sub029,sub167,0.5602
sub029,sub168,0.3932
sub029,sub169,0.6597
sub029,sub170,0.5200
sub029,sub171,0.4399
sub029,sub172,0.5187
sub029,sub173,0.5170
sub029,sub174,0.5108
sub031,sub032,0.7807
sub031,sub033,0.6455
sub031,sub034,0.6565
sub031,sub035,0.6092
sub031,sub036,0.5150
sub031,sub037,0.6365
sub031,sub038,0.4302
sub031,sub039,0.7110
sub031,sub040,0.7188
sub031,sub041,0.6456
sub031,sub042,0.5700
sub031,sub043,0.5089
sub031,sub044,0.6027
sub031,sub045,0.5054
sub031,sub048,0.5968
sub031,sub049,0.6369
sub031,sub050,0.6343
sub031,sub051,0.4636
sub031,sub052,0.6149
sub031,sub053,0.5536
sub031,sub054,0.7209
sub031,sub055,0.5415
sub031,sub056,0.6512
sub031,sub057,0.6385
sub031,sub058,0.4652
sub031,sub059,0.4489
sub031,sub060,0.5337
sub031,sub061,0.6161
sub031,sub062,0.5907
sub031,sub063,0.4935
sub031,sub064,0.4232
sub031,sub065,0.5369
sub031,sub066,0.5600
sub031,sub067,0.6250
sub031,sub068,0.5545
sub031,sub069,0.6267
sub031,sub070,0.5746
sub031,sub071,0.5498
sub031,sub072,0.4679
sub031,sub073,0.6304
sub031,sub074,0.6387
sub031,sub075,0.5706
sub031,sub076,0.4103
sub031,sub077,0.3458
sub031,sub078,0.7388
sub031,sub079,0.6850
sub031,sub080,0.7280
sub031,sub081,0.6821
sub031,sub082,0.5442
sub031,sub083,0.6393
sub031,sub084,0.6226
sub031,sub085,0.7211
sub031,sub086,0.5869
sub031,sub087,0.6983
sub031,sub088,0.6127
sub031,sub089,0.4194
sub031,sub090,0.6733
sub031,sub091,0.5838
sub031,sub092,0.4990
sub031,sub093,0.3997
sub031,sub094,0.5210
sub031,sub095,0.3738
sub031,sub096,0.5129
sub031,sub097,0.6216
sub031,sub098,0.6351
sub031,sub099,0.5532
sub031,sub100,0.5533
sub031,sub101,0.5755
sub031,sub102,0.6927
sub031,sub103,0.6104
sub031,sub104,0.6898
sub031,sub105,0.4318
sub031,sub106,0.5929
sub031,sub108,0.6628
sub031,sub109,0.6629
sub031,sub110,0.6267
sub031,sub111,0.6655
sub031,sub112,0.6104
sub031,sub113,0.5382
sub031,sub114,0.6864
sub031,sub115,0.5558
sub031,sub117,0.5989
sub031,sub119,0.6445
sub031,sub120,0.6559
sub031,sub121,0.5927
sub031,sub122,0.4357
sub031,sub123,0.5290
sub031,sub124,0.6780
sub031,sub125,0.6872
sub031,sub126,0.6325
sub031,sub127,0.5527
sub031,sub128,0.6138
sub031,sub129,0.7324
sub031,sub130,0.5962
sub031,sub131,0.5891
sub031,sub132,0.7077
sub031,sub133,0.4909
sub031,sub134,0.5995
sub031,sub135,0.5889
sub031,sub136,0.5740
sub031,sub137,0.4168
sub031,sub138,0.4789
sub031,sub139,0.5438
sub031,sub140,0.6848
sub031,sub141,0.6527
sub031,sub142,0.5896
sub031,sub143,0.5049
sub031,sub144,0.5658
sub031,sub145,0.5036
sub031,sub146,0.5546
sub031,sub147,0.6472
sub031,sub148,0.6258
sub031,sub149,0.5314
sub031,sub150,0.5016
sub031,sub151,0.6584
sub031,sub152,0.6971
sub031,sub153,0.6245
sub031,sub154,0.5538
sub031,sub155,0.5532
sub031,sub156,0.6632
sub031,sub157,0.4628
sub031,sub158,0.6246
sub031,sub159,0.5795
sub031,sub160,0.5683
sub031,sub161,0.6291
sub031,sub162,0.6240
sub031,sub163,0.5735
sub031,sub164,0.4131
sub031,sub165,0.6008
sub031,sub166,0.6634
sub031,sub167,0.5405
sub031,sub168,0.4249
sub031,sub169,0.6837
sub031,sub170,0.5971
sub031,sub171,0.5663
sub031,sub172,0.5241
sub031,sub173,0.6201
sub031,sub174,0.5046
sub032,sub033,0.6562
sub032,sub034,0.6486
sub032,sub035,0.6175
sub032,sub036,0.6191
sub032,sub037,0.6519
sub032,sub038,0.4402
sub032,sub039,0.6603
sub032,sub040,0.7159
sub032,sub041,0.6577
sub032,sub042,0.5611
sub032,sub043,0.5411
sub032,sub044,0.6519
sub032,sub045,0.4889
sub032,sub048,0.5857
sub032,sub049,0.5227
sub032,sub050,0.5875
sub032,sub051,0.4416
sub032,sub052,0.5780
sub032,sub053,0.4869
sub032,sub054,0.7101
sub032,sub055,0.6527
sub032,sub056,0.6857
sub032,sub057,0.6654
sub032,sub058,0.5454
sub032,sub059,0.4232
sub032,sub060,0.5521
sub032,sub061,0.6847
sub032,sub062,0.5510
sub032,sub063,0.5180
sub032,sub064,0.4701
sub032,sub065,0.5541
sub032,sub066,0.6750
sub032,sub067,0.5725
sub032,sub068,0.5004
sub032,sub069,0.5857
sub032,sub070,0.5525
sub032,sub071,0.5091
sub032,sub072,0.4961
sub032,sub073,0.6317
sub032,sub074,0.5504
sub032,sub075,0.5781
sub032,sub076,0.4057
sub032,sub077,0.3718
sub032,sub078,0.7936
sub032,sub079,0.6404
sub032,sub080,0.6834
sub032,sub081,0.7476
sub032,sub082,0.5564
sub032,sub083,0.5508
sub032,sub084,0.6555
sub032,sub085,0.6741
sub032,sub086,0.6758
sub032,sub087,0.6771
sub032,sub088,0.5571
sub032,sub089,0.4659
sub032,sub090,0.6635
sub032,sub091,0.4883
sub032,sub092,0.5405
sub032,sub093,0.4132
sub032,sub094,0.4919
sub032,sub095,0.3900
sub032,sub096,0.5163
sub032,sub097,0.6584
sub032,sub098,0.6451
sub032,sub099,0.5392
sub032,sub100,0.5906
sub032,sub101,0.6143
sub032,sub102,0.7080
sub032,sub103,0.7892
sub032,sub104,0.7376
sub032,sub105,0.4771
sub032,sub106,0.6320
sub032,sub108,0.6765
sub032,sub109,0.7245
sub032,sub110,0.7328
sub032,sub111,0.7354
sub032,sub112,0.6026
sub032,sub113,0.4548
sub032,sub114,0.7391
sub032,sub115,0.5516
sub032,sub117,0.5873
sub032,sub119,0.6130
sub032,sub120,0.6707
sub032,sub121,0.6492
sub032,sub122,0.4546
sub032,sub123,0.5528
sub032,sub124,0.6246
sub032,sub125,0.6920
sub032,sub126,0.5734
sub032,sub127,0.6576
sub032,sub128,0.6010
sub032,sub129,0.7581
sub032,sub130,0.6893
sub032,sub131,0.6855
sub032,sub132,0.7081
sub032,sub133,0.4538
sub032,sub134,0.6965
sub032,sub135,0.6224
sub032,sub136,0.5921
sub032,sub137,0.4374
sub032,sub138,0.5224
sub032,sub139,0.5176
sub032,sub140,0.6838
sub032,sub141,0.6252
sub032,sub142,0.4982
sub032,sub143,0.5491
sub032,sub144,0.5024
sub032,sub145,0.5918
sub032,sub146,0.5408
sub032,sub147,0.5861
sub032,sub148,0.6819
sub032,sub149,0.5831
sub032,sub150,0.4969
sub032,sub151,0.5614
sub032,sub152,0.7673
sub032,sub153,0.6835
sub032,sub154,0.5752
sub032,sub155,0.5811
sub032,sub156,0.7139
sub032,sub157,0.4708
sub032,sub158,0.6898
sub032,sub159,0.5905
sub032,sub160,0.5682
sub032,sub161,0.6900
sub032,sub162,0.5721
sub032,sub163,0.6263
sub032,sub164,0.4225
sub032,sub165,0.7002
sub032,sub166,0.7120
sub032,sub167,0.5572
sub032,sub168,0.4502
sub032,sub169,0.7720
sub032,sub170,0.6938
sub032,sub171,0.6639
sub032,sub172,0.5587
sub032,sub173,0.6315
sub032,sub174,0.4950
sub033,sub034,0.5674
sub033,sub035,0.5148
sub033,sub036,0.5091
sub033,sub037,0.6782
sub033,sub038,0.4557
sub033,sub039,0.6712
sub033,sub040,0.6226
sub033,sub041,0.6201
sub033,sub042,0.6084
sub033,sub043,0.4303
sub033,sub044,0.7987
sub033,sub045,0.7001
sub033,sub048,0.6414
sub033,sub049,0.5320
sub033,sub050,0.5054
sub033,sub051,0.4682
sub033,sub052,0.4995
sub033,sub053,0.4099
sub033,sub054,0.7766
sub033,sub055,0.6504
sub033,sub056,0.7822
sub033,sub057,0.6768
sub033,sub058,0.4149
sub033,sub059,0.4737
sub033,sub060,0.4358
sub033,sub061,0.7730
sub033,sub062,0.6620
sub033,sub063,0.4581
sub033,sub064,0.4161
sub033,sub065,0.6423
sub033,sub066,0.7607
sub033,sub067,0.6777
sub033,sub068,0.6234
sub033,sub069,0.7614
sub033,sub070,0.4544
sub033,sub071,0.4040
sub033,sub072,0.6864
sub033,sub073,0.6122
sub033,sub074,0.3958
sub033,sub075,0.3982
sub033,sub076,0.3773
sub033,sub077,0.3593
sub033,sub078,0.7948
sub033,sub079,0.5067
sub033,sub080,0.6773
sub033,sub081,0.7199
sub033,sub082,0.5674
sub033,sub083,0.6893
sub033,sub084,0.6101
sub033,sub085,0.7730
sub033,sub086,0.6131
sub033,sub087,0.6358
sub033,sub088,0.4423
sub033,sub089,0.4837
sub033,sub090,0.8257
sub033,sub091,0.4974
sub033,sub092,0.5219
sub033,sub093,0.4423
sub033,sub094,0.6768
sub033,sub095,0.3902
sub033,sub096,0.6968
sub033,sub097,0.7089
sub033,sub098,0.7334
sub033,sub099,0.8000
sub033,sub100,0.7082
sub033,sub101,0.4145
sub033,sub102,0.7116
sub033,sub103,0.5241
sub033,sub104,0.7313
sub033,sub105,0.3821
sub033,sub106,0.7446
sub033,sub108,0.6327
sub033,sub109,0.7090
sub033,sub110,0.5346
sub033,sub111,0.6494
sub033,sub112,0.6498
sub033,sub113,0.4397
sub033,sub114,0.5747
sub033,sub115,0.6601
sub033,sub117,0.6967
sub033,sub119,0.5337
sub033,sub120,0.6623
sub033,sub121,0.8701
sub033,sub122,0.4141
sub033,sub123,0.4981
sub033,sub124,0.6614
sub033,sub125,0.8481
sub033,sub126,0.4364
sub033,sub127,0.6365
sub033,sub128,0.6242
sub033,sub129,0.4106
sub033,sub130,0.6770
sub033,sub131,0.7238
sub033,sub132,0.7022
sub033,sub133,0.4067
sub033,sub134,0.9241
sub033,sub135,0.6032
sub033,sub136,0.7144
sub033,sub137,0.4006
sub033,sub138,0.5519
sub033,sub139,0.4918
sub033,sub140,0.7147
sub033,sub141,0.6842
sub033,sub142,0.6905
sub033,sub143,0.5070
sub033,sub144,0.6634
sub033,sub145,0.8357
sub033,sub146,0.4215
sub033,sub147,0.4528
sub033,sub148,0.6194
sub033,sub149,0.6008
sub033,sub150,0.6843
sub033,sub151,0.5077
sub033,sub152,0.8292
sub033,sub153,0.4550
sub033,sub154,0.6388
sub033,sub155,0.4714
sub033,sub156,0.3928
sub033,sub157,0.4339
sub033,sub158,0.6108
sub033,sub159,0.5719
sub033,sub160,0.4006
sub033,sub161,0.6945
sub033,sub162,0.5466
sub033,sub163,0.7493
sub033,sub164,0.3893
sub033,sub165,0.3711
sub033,sub166,0.6134
sub033,sub167,0.4497
sub033,sub168,0.4317
sub033,sub169,0.7409
sub033,sub170,0.8512
sub033,sub171,0.8496
sub033,sub172,0.7610
sub033,sub173,0.7176
sub033,sub174,0.5545
sub034,sub035,0.5838
sub034,sub036,0.5587
sub034,sub037,0.6087
sub034,sub038,0.4294
sub034,sub039,0.7221
sub034,sub040,0.7563
sub034,sub041,0.6064
sub034,sub042,0.6327
sub034,sub043,0.4793
sub034,sub044,0.6811
sub034,sub045,0.5327
sub034,sub048,0.5365
sub034,sub049,0.6397
sub034,sub050,0.6977
sub034,sub051,0.4664
sub034,sub052,0.6969
sub034,sub053,0.5423
sub034,sub054,0.7226
sub034,sub055,0.6017
sub034,sub056,0.5630
sub034,sub057,0.6710
sub034,sub058,0.4868
sub034,sub059,0.4657
sub034,sub060,0.5439
sub034,sub061,0.6225
sub034,sub062,0.5842
sub034,sub063,0.4501
sub034,sub064,0.5135
sub034,sub065,0.5017
sub034,sub066,0.5552
sub034,sub067,0.6808
sub034,sub068,0.5379
sub034,sub069,0.6002
sub034,sub070,0.5778
sub034,sub071,0.5632
sub034,sub072,0.4398
sub034,sub073,0.6026
sub034,sub074,0.6549
sub034,sub075,0.5686
sub034,sub076,0.4375
sub034,sub077,0.3881
sub034,sub078,0.5834
sub034,sub079,0.6387
sub034,sub080,0.7123
sub034,sub081,0.6456
sub034,sub082,0.5657
sub034,sub083,0.6153
sub034,sub084,0.6567
sub034,sub085,0.6599
sub034,sub086,0.6124
sub034,sub087,0.7416
sub034,sub088,0.6071
sub034,sub089,0.4207
sub034,sub090,0.5926
sub034,sub091,0.5347
sub034,sub092,0.4706
sub034,sub093,0.4490
sub034,sub094,0.5108
sub034,sub095,0.4155
sub034,sub096,0.5194
sub034,sub097,0.6010
sub034,sub098,0.5922
sub034,sub099,0.5778
sub034,sub100,0.5620
sub034,sub101,0.5637
sub034,sub102,0.6557
sub034,sub103,0.5730
sub034,sub104,0.6827
sub034,sub105,0.4531
sub034,sub106,0.5734
sub034,sub108,0.6290
sub034,sub109,0.7092
sub034,sub110,0.5320
sub034,sub111,0.5923
sub034,sub112,0.6398
sub034,sub113,0.5906
sub034,sub114,0.6704
sub034,sub115,0.5229
sub034,sub117,0.6343
sub034,sub119,0.6213
sub034,sub120,0.6743
sub034,sub121,0.5751
sub034,sub122,0.4471
sub034,sub123,0.4936
sub034,sub124,0.6651
sub034,sub125,0.6766
sub034,sub126,0.6068
sub034,sub127,0.5248
sub034,sub128,0.5866
sub034,sub129,0.5684
sub034,sub130,0.6299
sub034,sub131,0.5436
sub034,sub132,0.6281
sub034,sub133,0.6036
sub034,sub134,0.5911
sub034,sub135,0.5590
sub034,sub136,0.5506
sub034,sub137,0.4378
sub034,sub138,0.5887
sub034,sub139,0.5970
sub034,sub140,0.7337
sub034,sub141,0.6848
sub034,sub142,0.5869
sub034,sub143,0.5072
sub034,sub144,0.6180
sub034,sub145,0.4518
sub034,sub146,0.5193
sub034,sub147,0.5798
sub034,sub148,0.5432
sub034,sub149,0.5860
sub034,sub150,0.5365
sub034,sub151,0.5425
sub034,sub152,0.6845
sub034,sub153,0.5529
sub034,sub154,0.6129
sub034,sub155,0.4942
sub034,sub156,0.5799
sub034,sub157,0.5349
sub034,sub158,0.5540
sub034,sub159,0.6088
sub034,sub160,0.6263
sub034,sub161,0.6599
sub034,sub162,0.5933
sub034,sub163,0.5559
sub034,sub164,0.3927
sub034,sub165,0.4967
sub034,sub166,0.5762
sub034,sub167,0.5366
sub034,sub168,0.5143
sub034,sub169,0.6086
sub034,sub170,0.6019
sub034,sub171,0.5204
sub034,sub172,0.5691
sub034,sub173,0.7107
sub034,sub174,0.5437
sub035,sub036,0.5399
sub035,sub037,0.5977
sub035,sub038,0.4752
sub035,sub039,0.6159
sub035,sub040,0.6683
sub035,sub041,0.7010
sub035,sub042,0.6020
sub035,sub043,0.6277
sub035,sub044,0.6235
sub035,sub045,0.5047
sub035,sub048,0.5742
sub035,sub049,0.4649
sub035,sub050,0.5835
sub035,sub051,0.4059
sub035,sub052,0.5322
sub035,sub053,0.7553
sub035,sub054,0.6389
sub035,sub055,0.5033
sub035,sub056,0.5823
sub035,sub057,0.6207
sub035,sub058,0.5372
sub035,sub059,0.4989
sub035,sub060,0.4873
sub035,sub061,0.6387
sub035,sub062,0.5919
sub035,sub063,0.4967
sub035,sub064,0.3821
sub035,sub065,0.4847
sub035,sub066,0.6052
sub035,sub067,0.5624
sub035,sub068,0.6260
sub035,sub069,0.5975
sub035,sub070,0.5552
sub035,sub071,0.6001
sub035,sub072,0.4524
sub035,sub073,0.5605
sub035,sub074,0.5846
sub035,sub075,0.5797
sub035,sub076,0.6016
sub035,sub077,0.3702
sub035,sub078,0.5204
sub035,sub079,0.6278
sub035,sub080,0.6064
sub035,sub081,0.5490
sub035,sub082,0.5352
sub035,sub083,0.6009
sub035,sub084,0.6266
sub035,sub085,0.6594
sub035,sub086,0.5369
sub035,sub087,0.5436
sub035,sub088,0.6099
sub035,sub089,0.3787
sub035,sub090,0.5305
sub035,sub091,0.5344
sub035,sub092,0.5175
sub035,sub093,0.4909
sub035,sub094,0.5361
sub035,sub095,0.5404
sub035,sub096,0.5011
sub035,sub097,0.6974
sub035,sub098,0.6088
sub035,sub099,0.5382
sub035,sub100,0.6951
sub035,sub101,0.5362
sub035,sub102,0.6633
sub035,sub103,0.5097
sub035,sub104,0.5822
sub035,sub105,0.5366
sub035,sub106,0.5384
sub035,sub108,0.5874
sub035,sub109,0.6060
sub035,sub110,0.4175
sub035,sub111,0.7513
sub035,sub112,0.5107
sub035,sub113,0.4461
sub035,sub114,0.5686
sub035,sub115,0.5313
sub035,sub117,0.4941
sub035,sub119,0.6116
sub035,sub120,0.5749
sub035,sub121,0.6477
sub035,sub122,0.4305
sub035,sub123,0.5500
sub035,sub124,0.5391
sub035,sub125,0.6416
sub035,sub126,0.7840
sub035,sub127,0.7028
sub035,sub128,0.6062
sub035,sub129,0.5616
sub035,sub130,0.5528
sub035,sub131,0.6713
sub035,sub132,0.6486
sub035,sub133,0.4000
sub035,sub134,0.5371
sub035,sub135,0.5997
sub035,sub136,0.5963
sub035,sub137,0.4211
sub035,sub138,0.5294
sub035,sub139,0.5755
sub035,sub140,0.6215
sub035,sub141,0.5389
sub035,sub142,0.5920
sub035,sub143,0.5173
sub035,sub144,0.5767
sub035,sub145,0.4849
sub035,sub146,0.5127
sub035,sub147,0.6403
sub035,sub148,0.6319
sub035,sub149,0.6830
sub035,sub150,0.5199
sub035,sub151,0.5079
sub035,sub152,0.6081
sub035,sub153,0.6357
sub035,sub154,0.5211
sub035,sub155,0.4733
sub035,sub156,0.5335
sub035,sub157,0.4369
sub035,sub158,0.6909
sub035,sub159,0.5315
sub035,sub160,0.6966
sub035,sub161,0.5340
sub035,sub162,0.5844
sub035,sub163,0.5715
sub035,sub164,0.4472
sub035,sub165,0.5364
sub035,sub166,0.6369
sub035,sub167,0.7351
sub035,sub168,0.4522
sub035,sub169,0.7159
sub035,sub170,0.5336
sub035,sub171,0.5663
sub035,sub172,0.5009
sub035,sub173,0.5608
sub035,sub174,0.4528
sub036,sub037,0.6361
sub036,sub038,0.5330
sub036,sub039,0.5976
sub036,sub040,0.5836
sub036,sub041,0.5067
sub036,sub042,0.5778
sub036,sub043,0.4570
sub036,sub044,0.5756
sub036,sub045,0.4786
sub036,sub048,0.4119
sub036,sub049,0.4282
sub036,sub050,0.5013
sub036,sub051,0.4634
sub036,sub052,0.6166
sub036,sub053,0.4313
sub036,sub054,0.5763
sub036,sub055,0.6281
sub036,sub056,0.6377
sub036,sub057,0.5530
sub036,sub058,0.6763
sub036,sub059,0.2831
sub036,sub060,0.6617
sub036,sub061,0.6345
sub036,sub062,0.5158
sub036,sub063,0.5048
sub036,sub064,0.6525
sub036,sub065,0.4552
sub036,sub066,0.6147
sub036,sub067,0.5168
sub036,sub068,0.5789
sub036,sub069,0.4882
sub036,sub070,0.6609
sub036,sub071,0.4545
sub036,sub072,0.4543
sub036,sub073,0.5905
sub036,sub074,0.4977
sub036,sub075,0.4668
sub036,sub076,0.4256
sub036,sub077,0.4260
sub036,sub078,0.4643
sub036,sub079,0.4666
sub036,sub080,0.6487
sub036,sub081,0.6544
sub036,sub082,0.6173
sub036,sub083,0.5298
sub036,sub084,0.5334
sub036,sub085,0.5349
sub036,sub086,0.5319
sub036,sub087,0.5603
sub036,sub088,0.4848
sub036,sub089,0.3777
sub036,sub090,0.5211
sub036,sub091,0.4545
sub036,sub092,0.4135
sub036,sub093,0.4604
sub036,sub094,0.4292
sub036,sub095,0.4281
sub036,sub096,0.5644
sub036,sub097,0.5415
sub036,sub098,0.4629
sub036,sub099,0.5011
sub036,sub100,0.4642
sub036,sub101,0.3536
sub036,sub102,0.4881
sub036,sub103,0.4062
sub036,sub104,0.6491
sub036,sub105,0.3476
sub036,sub106,0.4647
sub036,sub108,0.5814
sub036,sub109,0.6691
sub036,sub110,0.3856
sub036,sub111,0.5845
sub036,sub112,0.6067
sub036,sub113,0.3793
sub036,sub114,0.4693
sub036,sub115,0.4224
sub036,sub117,0.4531
sub036,sub119,0.4524
sub036,sub120,0.6146
sub036,sub121,0.5731
sub036,sub122,0.6637
sub036,sub123,0.5877
sub036,sub124,0.4743
sub036,sub125,0.6074
sub036,sub126,0.4927
sub036,sub127,0.6222
sub036,sub128,0.5406
sub036,sub129,0.4277
sub036,sub130,0.5986
sub036,sub131,0.6215
sub036,sub132,0.6060
sub036,sub133,0.4378
sub036,sub134,0.5561
sub036,sub135,0.6041
sub036,sub136,0.4873
sub036,sub137,0.5693
sub036,sub138,0.6139
sub036,sub139,0.5070
sub036,sub140,0.6181
sub036,sub141,0.5426
sub036,sub142,0.4418
sub036,sub143,0.6732
sub036,sub144,0.4705
sub036,sub145,0.5481
sub036,sub146,0.3336
sub036,sub147,0.5031
sub036,sub148,0.6015
sub036,sub149,0.5874
sub036,sub150,0.5844
sub036,sub151,0.3546
sub036,sub152,0.6726
sub036,sub153,0.4217
sub036,sub154,0.6373
sub036,sub155,0.4587
sub036,sub156,0.4031
sub036,sub157,0.6841
sub036,sub158,0.4523
sub036,sub159,0.5827
sub036,sub160,0.5368
sub036,sub161,0.5813
sub036,sub162,0.4148
sub036,sub163,0.5824
sub036,sub164,0.3217
sub036,sub165,0.3224
sub036,sub166,0.6116
sub036,sub167,0.4828
sub036,sub168,0.7055
sub036,sub169,0.6236
sub036,sub170,0.5359
sub036,sub171,0.5581
sub036,sub172,0.4521
sub036,sub173,0.5502
sub036,sub174,0.4114
sub037,sub038,0.4820
sub037,sub039,0.7107
sub037,sub040,0.6456
sub037,sub041,0.5725
sub037,sub042,0.6660
sub037,sub043,0.4594
sub037,sub044,0.6994
sub037,sub045,0.4909
sub037,sub048,0.5188
sub037,sub049,0.4830
sub037,sub050,0.5227
sub037,sub051,0.5156
sub037,sub052,0.6504
sub037,sub053,0.4884
